Menu Item,Calories,Fat Cal.,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrate (g),Dietary Fiber (g),Sugars (g),Protein (g),Vitamin A (%),Vitamin C (%),Calcium (%),Iron (%),Vegetarian,Vegan,Contains Peanuts,Contains Tree Nuts,Contains Wheat,Contains Soy,Contains Dairy,Contains Eggs,Contains Shellfish,Contains Fish,Add-on
Chocolate Chip Scone,601,266,29.5,17.9,0.9,82.9,513.4,76.9,3,27.8,10,14,0,5,18,1,0,0,0,1,1,1,1,0,0,0
Chocolate Hazelnut  Croissant,391,199,22.1,0,0,0,503.3,40.3,0.4,0,8.1,3,0,4,19,1,0,0,1,1,1,1,1,0,0,0
Raspberry Scone,283,104,11.6,7,0.4,42.8,125,40.9,1.2,16.8,4.3,8,2,3,10,1,0,0,0,1,0,1,1,0,0,0
Triple Chocolate Mousse Verrine,708,535,59.3,33.2,1.3,164.9,165.8,40.8,2.5,27.4,5.8,35,1,12,12,1,0,0,0,0,1,1,0,0,0,0
Bagel & Croissant Bar,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Croque Madame,860,319,35.4,19.3,0.5,300.1,1743.5,90,1.7,6.8,43.8,24,0,52,36,0,0,0,0,1,0,1,1,0,0,0
Croque Monsieur,788,276,30.6,17.7,0.5,114.1,1672.5,89.6,1.7,6.6,37.5,18,0,49,31,0,0,0,0,1,0,1,1,0,0,0
Chocolate-Hazelnut & Seasonal Fresh Fruit Crepe,364,162,17.9,10.8,0,54.3,240.5,45.4,4.9,29.5,6.2,1,67,5,8,1,0,0,1,1,1,1,1,0,0,0
Sausage Mushroom & Gouda Crepe,725,474,52.5,21,0.3,160.1,1080.1,36.2,2.2,15.1,27.5,25,14,32,17,0,0,0,0,1,1,1,1,0,0,0
Spinach Eggplant & Goat Cheese Crepe w/ Red Pepper Coulis,396,210,23.2,10.7,0.1,72.2,681.4,38.3,4.6,18.3,10.9,88,240,9,13,1,0,0,0,1,1,1,1,0,0,0
Chocolate Ganache & Candied Orange Belgian Waffle,588,281,31.1,14.1,0.7,105.4,196.6,69.7,3.9,34.3,9.1,20,85,10,15,1,0,0,0,1,1,1,1,0,0,0
Chocolate-Hazelnut & Seasonal Fresh Fruit Belgian Waffle,634,264,29.3,21.1,0.6,83.6,205,84.8,6.1,47.7,9.8,16,117,12,23,1,0,0,1,1,1,1,1,0,0,0
Whipped Cream & Seasonal Fresh Fruit Belgian Waffle,481,228,25.3,14.9,0.6,107.8,231.2,57,3,22.1,8.3,18,34,9,14,1,0,0,0,1,1,1,1,0,0,0
Banana,117,4,0.4,0.1,0,0,1.3,29.9,3.4,16,1.4,2,19,1,2,0,1,0,0,0,0,0,0,0,0,0
Fuji Apple,59,2,0.2,0,0,0,1.1,15.6,2.7,11.8,0.3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0
Orange,45,1,0.1,0,0,0,0,11.2,2.3,8.9,0.9,4,85,4,1,0,1,0,0,0,0,0,0,0,0,0
Boulder Canyon Malt Vinegar Kettle Chips,208,99,10.9,2.8,0,0,393.6,26.2,1.1,1.1,2.2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
Bagel & Croissant Bar,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Classic Cheese Pizza,419,109,12.1,5.9,0,33.6,631.2,60.7,2.8,2,21.7,7,5,24,22,1,0,0,0,1,0,1,0,0,0,0
Craft-Your-Own Pizza,279,18,2,0.3,0,0,194.2,57.9,2.4,0.5,11.9,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0
Egg & Bacon Pizza,855,411,45.6,18.2,0,260.5,2143.7,61.8,3,2.2,54.2,16,2,55,28,0,0,0,0,1,0,1,1,0,0,0
Smoked Brisket Pizza,723,245,27.1,12.8,0,107.9,1746.5,84.2,9.2,10.4,43.6,136,8,45,50,0,0,0,0,1,0,1,0,0,0,0
Smoked Salmon Pizza,541,208,23,12.2,0.3,68,885.2,61,2.8,2.6,28.4,30,77,25,22,0,0,0,0,1,0,1,0,0,1,0
Croque Madame,860,319,35.4,19.3,0.5,300.1,1743.5,90,1.7,6.8,43.8,24,0,52,36,0,0,0,0,1,0,1,1,0,0,0
Croque Monsieur,788,276,30.6,17.7,0.5,114.1,1672.5,89.6,1.7,6.6,37.5,18,0,49,31,0,0,0,0,1,0,1,1,0,0,0
Chocolate-Hazelnut & Seasonal Fresh Fruit Crepe,364,162,17.9,10.8,0,54.3,240.5,45.4,4.9,29.5,6.2,1,67,5,8,1,0,0,1,1,1,1,1,0,0,0
Sausage Mushroom & Gouda Crepe,725,474,52.5,21,0.3,160.1,1080.1,36.2,2.2,15.1,27.5,25,14,32,17,0,0,0,0,1,1,1,1,0,0,0
Spinach Eggplant & Goat Cheese Crepe w/ Red Pepper Coulis,396,210,23.2,10.7,0.1,72.2,681.4,38.3,4.6,18.3,10.9,88,240,9,13,1,0,0,0,1,1,1,1,0,0,0
Chocolate Ganache & Candied Orange Belgian Waffle,588,281,31.1,14.1,0.7,105.4,196.6,69.7,3.9,34.3,9.1,20,85,10,15,1,0,0,0,1,1,1,1,0,0,0
Chocolate-Hazelnut & Seasonal Fresh Fruit Belgian Waffle,634,264,29.3,21.1,0.6,83.6,205,84.8,6.1,47.7,9.8,16,117,12,23,1,0,0,1,1,1,1,1,0,0,0
Whipped Cream & Seasonal Fresh Fruit Belgian Waffle,481,228,25.3,14.9,0.6,107.8,231.2,57,3,22.1,8.3,18,34,9,14,1,0,0,0,1,1,1,1,0,0,0
Boulder Canyon Malt Vinegar Kettle Chips,208,99,10.9,2.8,0,0,393.6,26.2,1.1,1.1,2.2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
Banana,117,4,0.4,0.1,0,0,1.3,29.9,3.4,16,1.4,2,19,1,2,0,1,0,0,0,0,0,0,0,0,0
Fuji Apple,59,2,0.2,0,0,0,1.1,15.6,2.7,11.8,0.3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0
Orange,45,1,0.1,0,0,0,0,11.2,2.3,8.9,0.9,4,85,4,1,0,1,0,0,0,0,0,0,0,0,0
Craft-Your-Own Sandwich,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Classic Cheese Pizza,419,109,12.1,5.9,0,33.6,631.2,60.7,2.8,2,21.7,7,5,24,22,1,0,0,0,1,0,1,0,0,0,0
Craft-Your-Own Pizza,279,18,2,0.3,0,0,194.2,57.9,2.4,0.5,11.9,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0
Egg & Bacon Pizza,855,411,45.6,18.2,0,260.5,2143.7,61.8,3,2.2,54.2,16,2,55,28,0,0,0,0,1,0,1,1,0,0,0
Smoked Brisket Pizza,723,245,27.1,12.8,0,107.9,1746.5,84.2,9.2,10.4,43.6,136,8,45,50,0,0,0,0,1,0,1,0,0,0,0
Smoked Salmon Pizza,541,208,23,12.2,0.3,68,885.2,61,2.8,2.6,28.4,30,77,25,22,0,0,0,0,1,0,1,0,0,1,0
Croque Madame,860,319,35.4,19.3,0.5,300.1,1743.5,90,1.7,6.8,43.8,24,0,52,36,0,0,0,0,1,0,1,1,0,0,0
Croque Monsieur,788,276,30.6,17.7,0.5,114.1,1672.5,89.6,1.7,6.6,37.5,18,0,49,31,0,0,0,0,1,0,1,1,0,0,0
Chocolate-Hazelnut & Seasonal Fresh Fruit Crepe,364,162,17.9,10.8,0,54.3,240.5,45.4,4.9,29.5,6.2,1,67,5,8,1,0,0,1,1,1,1,1,0,0,0
Sausage Mushroom & Gouda Crepe,725,474,52.5,21,0.3,160.1,1080.1,36.2,2.2,15.1,27.5,25,14,32,17,0,0,0,0,1,1,1,1,0,0,0
Spinach Eggplant & Goat Cheese Crepe w/ Red Pepper Coulis,396,210,23.2,10.7,0.1,72.2,681.4,38.3,4.6,18.3,10.9,88,240,9,13,1,0,0,0,1,1,1,1,0,0,0
Chocolate Ganache & Candied Orange Belgian Waffle,588,281,31.1,14.1,0.7,105.4,196.6,69.7,3.9,34.3,9.1,20,85,10,15,1,0,0,0,1,1,1,1,0,0,0
Chocolate-Hazelnut & Seasonal Fresh Fruit Belgian Waffle,634,264,29.3,21.1,0.6,83.6,205,84.8,6.1,47.7,9.8,16,117,12,23,1,0,0,1,1,1,1,1,0,0,0
Whipped Cream & Seasonal Fresh Fruit Belgian Waffle,481,228,25.3,14.9,0.6,107.8,231.2,57,3,22.1,8.3,18,34,9,14,1,0,0,0,1,1,1,1,0,0,0
Butternut Squash Soup,99,3,0.3,0.1,0,0,869.8,24.3,5.8,6.6,2.3,436,47,8,7,0,1,0,0,0,0,0,0,0,0,0
Chicken Noodle Soup,172,24,2.7,0.7,0,47,296.7,16.2,1.5,1.9,19.7,60,4,3,6,0,0,0,0,1,1,1,0,0,0,0
Boulder Canyon Malt Vinegar Kettle Chips,208,99,10.9,2.8,0,0,393.6,26.2,1.1,1.1,2.2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
Banana,117,4,0.4,0.1,0,0,1.3,29.9,3.4,16,1.4,2,19,1,2,0,1,0,0,0,0,0,0,0,0,0
Fuji Apple,59,2,0.2,0,0,0,1.1,15.6,2.7,11.8,0.3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0
Orange,45,1,0.1,0,0,0,0,11.2,2.3,8.9,0.9,4,85,4,1,0,1,0,0,0,0,0,0,0,0,0
Odwalla Blueberry B Superfood Juice,216,0,0,0,0,0,15.7,52.9,2,45.1,2,4,35,4,8,0,1,0,0,0,0,0,0,0,0,0
Odwalla Mango Tango Juice,231,0,0,0,0,,38.5,61.7,,55.9,0,27,193,27,,0,1,0,0,0,0,0,0,0,0,0
Odwalla Strawberry C Monster Juice,154,0,0,0,0,0,76.8,36.5,5.8,30.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Odwalla SuperFood Juice,300,0,0,0,0,0,120,70,2,54,2,240,210,4,30,0,1,0,0,0,0,0,0,0,0,0
Multivitamin Boost,5,1,0.1,,0,0.4,,0.1,,,1,39,216,6,13,1,0,0,0,0,1,1,0,0,0,0
Soy Boost,6,0,0,0,0,0,18.7,0,0,0,1.6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Vitamin C Immune Boost,0,0,0,0,0,0,0,0,0,0,0,0,3375,0,0,0,1,0,0,0,0,0,0,0,0,0
Whey Protein Boost,8,1,0.1,0.1,0,3,4.1,0.1,0,0.1,1.6,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0
Original Kombucha,60,0,0,,,,20,14,0,0,0,,,,,0,1,0,0,0,0,0,0,0,0,0
Pink Lady Apple Kombucha,70,0,0,,,,20,14,,4,0,,,,,0,1,0,0,0,0,0,0,0,0,0
Bircher Muesli w/ Nuts,144,23,2.6,0.4,0,1.8,22.6,25.3,2.9,12.1,6.2,13,14,6,6,1,0,0,1,0,0,1,0,0,0,0
Blueberry Strudel Parfait,429,125,13.9,4.2,0,10.2,272.1,63.7,6,37.4,14.3,12,7,35,12,1,0,0,0,1,0,1,0,0,0,0
Cheese & Cracker Protein Box,869,474,52.5,22.1,2,282.9,967.7,70.1,5.9,40.7,32.4,46,5,52,22,1,0,0,1,1,0,1,1,0,0,0
Crudite Plate,65,4,0.5,0.1,0,0,84.5,14.3,5.5,6,3.3,196,183,7,9,1,0,0,0,0,1,1,1,0,0,0
Fresh Fruit Cup,442,22,2.4,0.6,0,0,150.5,107.9,11,93.9,9.7,636,598,12,17,0,1,0,0,0,0,0,0,0,0,0
Spiced Apple Caramel Parfait,707,165,18.3,3.6,0,11.7,334.7,119.1,5.9,54.5,20.8,2,4,39,27,1,0,0,1,1,0,1,0,0,0,0
Nutella,460,228,25.3,24.2,,0,34.9,52.9,4.6,46,4.6,0,0,9,21,0,0,0,1,0,1,1,0,0,0,0
Pork Belly Rillettes,326,257,28.5,10,0,69.1,172.4,0.3,0.1,0.1,15.8,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0
Smoked Salmon Mousse,223,185,20.5,11.3,0.6,68.9,362.3,2.4,0,1.7,7.8,16,1,6,3,0,0,0,0,0,0,1,0,0,1,0
Walnut Mushroom Pate,207,185,20.6,6.1,0.2,19.4,100,5.2,1.2,1.1,3,18,8,3,5,1,0,0,1,0,0,1,0,0,0,0
Chicken Tarragon Salad,855,292,32.4,5.6,0,191.9,4291.5,65.6,7.9,8,81.8,96,255,45,314,0,0,0,0,1,1,1,1,0,0,0
Louie Shrimp & Avocado Salad,657,326,36.2,5.9,0,334.1,1909.3,55,6.3,7.2,30,76,43,14,35,0,0,0,0,1,1,0,1,0,1,0
Norwegian Cucumber & Dill Salad w/ Salmon,609,454,50.3,7.8,0,68.4,604.8,14.5,2.5,6.6,26.8,142,87,11,13,0,0,0,0,0,0,0,0,0,1,0
Seared Tuna Salad,789,520,57.7,9.7,0,249.5,1734.4,35.5,7.3,8.3,35.3,119,61,17,104,0,0,0,0,0,1,1,1,0,1,0
Banana,117,4,0.4,0.1,0,0,1.3,29.9,3.4,16,1.4,2,19,1,2,0,1,0,0,0,0,0,0,0,0,0
Fuji Apple,59,2,0.2,0,0,0,1.1,15.6,2.7,11.8,0.3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0
Orange,45,1,0.1,0,0,0,0,11.2,2.3,8.9,0.9,4,85,4,1,0,1,0,0,0,0,0,0,0,0,0
Boulder Canyon Malt Vinegar Kettle Chips,208,99,10.9,2.8,0,0,393.6,26.2,1.1,1.1,2.2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
Dove M&M Ice Cream,365,146,16.2,10.1,0,50.7,172.4,52.7,2,48.7,6.1,8,0,16,8,1,0,0,0,0,1,1,0,0,0,0
Dove Milky Way Ice Cream,360,162,18,12,,100,200,44,0,40,6,12,4,16,0,0,0,0,0,0,0,1,0,0,0,0
Dove Mint Chocolate Chip Ice Cream,335,178,19.7,11.8,0,69,108.5,35.5,0,33.5,5.9,12,4,20,4,1,0,1,0,0,1,1,0,0,0,0
Dove Snickers Ice Cream,365,183,20.3,10.1,0,60.8,223.1,44.6,0,38.5,6.1,12,4,20,4,1,0,0,0,0,1,1,1,0,0,0
Dove TWIX Ice Cream,415,222,24.6,13,0.6,129.7,246.5,41.5,0,35,5.2,13,0,13,3,0,0,0,0,1,1,1,0,0,0,0
Dove Unconditional Chocolate Ice Cream,335,160,17.8,11.8,0,59.2,167.7,41.4,2,39.5,5.9,12,4,20,8,0,0,0,0,0,1,1,0,0,0,0
