Menu Item,Calories,Fat Cal.,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrate (g),Dietary Fiber (g),Sugars (g),Protein (g),Vitamin A (%),Vitamin C (%),Calcium (%),Iron (%),Vegetarian,Vegan,Contains Peanuts,Contains Tree Nuts,Contains Wheat,Contains Soy,Contains Dairy,Contains Eggs,Contains Shellfish,Contains Fish,Add-on
Boulder Canyon Hickory BBQ Kettle Chips,209,124,13.8,3.4,,0,319,22.5,1.9,,3.3,2,24,2,5,0,1,0,0,0,0,0,0,0,0,0
Boulder Canyon Malt Vinegar Kettle Chips,208,99,10.9,2.8,0,0,393.6,26.2,1.1,1.1,2.2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
Boulder Canyon Totally Natural Kettle Chips,210,108,12,2.3,,0,120,25.5,1.5,0,3,0,45,0,3,0,1,0,0,0,0,0,0,0,0,0
Banana,117,4,0.4,0.1,0,0,1.3,29.9,3.4,16,1.4,2,19,1,2,0,1,0,0,0,0,0,0,0,0,0
Fuji Apple,59,2,0.2,0,0,0,1.1,15.6,2.7,11.8,0.3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0
Granny Smith Apple,116,3,0.4,0.1,0,0,2.2,30.8,5.4,23.2,0.6,2,17,1,1,0,1,0,0,0,0,0,0,0,0,0
Orange,45,1,0.1,0,0,0,0,11.2,2.3,8.9,0.9,4,85,4,1,0,1,0,0,0,0,0,0,0,0,0
Americano,0,0,0,0,0,0,1.4,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Americano,0,0,0,0,0,0,1.9,0,0,0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Americano,1,0,0,0,0,0,2.3,0,0,0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Americano,0,0,0,0,0,0,1.4,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brewed Tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cafe Caramel,107,0,0,0,0,0.4,148.8,28,0.4,0,0.7,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0
Cafe Caramel,143,1,0.1,0,0,0.6,198.4,37.4,0.5,0,0.9,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0
Cafe Caramel,179,1,0.1,0.1,0,0.7,248,46.7,0.6,0,1.1,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0
Cafe Caramel,107,0,0,0,0,0.4,148.8,28,0.4,0,0.7,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0
Cafe Latte,122,59,6.5,3.7,0.2,20,87.4,9.6,0,9.6,6.4,6,0,23,0,1,0,0,0,0,0,1,0,0,0,0
Cafe Latte,163,78,8.7,5,0.3,26.7,116.5,12.8,0,12.8,8.6,9,0,30,1,1,0,0,0,0,0,1,0,0,0,0
Cafe Latte,204,98,10.8,6.2,0.3,33.3,145.7,16,0,16,10.7,11,0,38,1,1,0,0,0,0,0,1,0,0,0,0
Cafe Latte,122,59,6.5,3.7,0.2,20,87.4,9.6,0,9.6,6.4,6,0,23,0,1,0,0,0,0,0,1,0,0,0,0
Cafe Mocha,7,0,0,0,0,0,1.7,1.6,0.1,1.6,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cafe Mocha,10,0,0,0,0,0,2.2,2.1,0.2,2.1,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cafe Mocha,12,1,0.1,0,0,0,2.8,2.7,0.2,2.7,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cafe Mocha,7,0,0,0,0,0,1.7,1.6,0.1,1.6,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Cafe Vanilla,7,0,0,0,0,0,0.7,1.8,0,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cafe Vanilla,9,0,0,0,0,0,0.9,2.4,0,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cafe Vanilla,12,0,0,0,0,0,1.1,3,0,2.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Cafe Vanilla,7,0,0,0,0,0,0.7,1.8,0,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cafe White Chocolate,120,0,0,0,0,0,76.5,27.2,0,23.9,1.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cafe White Chocolate,160,0,0,0,0,0,102,36.3,0,31.9,1.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cafe White Chocolate,200,0,0,0,0,0,127.5,45.3,0,39.9,1.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cafe White Chocolate,120,0,0,0,0,0,76.5,27.2,0,23.9,1.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cappuccino,68,33,3.6,2.1,0.1,11.1,49.2,5.3,0,5.3,3.6,4,0,13,0,1,0,0,0,0,0,1,0,0,0,0
Cappuccino,91,43,4.8,2.8,0.1,14.8,65.6,7.1,0,7.1,4.9,5,0,17,0,1,0,0,0,0,0,1,0,0,0,0
Cappuccino,114,54,6,3.5,0.2,18.5,82,8.9,0,8.9,6.1,6,0,21,1,1,0,0,0,0,0,1,0,0,0,0
Caramel Latte,261,72,8,1.9,0.1,11.9,157.5,41.6,0,27.2,5.1,6,0,18,0,1,0,0,0,0,0,1,0,0,0,0
Caramel Latte,349,96,10.6,2.5,0.2,15.9,210,55.5,0,36.3,6.7,8,1,24,0,1,0,0,0,0,0,1,0,0,0,0
Caramel Latte,436,120,13.3,3.1,0.2,19.9,262.5,69.3,0,45.4,8.4,9,1,30,1,1,0,0,0,0,0,1,0,0,0,0
Caramel Latte,261,72,8,1.9,0.1,11.9,157.5,41.6,0,27.2,5.1,6,0,18,0,1,0,0,0,0,0,1,0,0,0,0
Caramella Salato Latte,195,27,2.9,1.9,0.1,11.9,71.4,37.1,0,35.6,5.1,6,0,18,0,1,0,0,0,0,0,1,0,0,0,0
Caramella Salato Latte,260,35,3.9,2.5,0.2,15.9,95.2,49.5,0,47.5,6.7,8,1,24,0,1,0,0,0,0,0,1,0,0,0,0
Caramella Salato Latte,325,44,4.9,3.1,0.2,19.9,118.9,61.9,0,59.4,8.4,9,1,30,1,1,0,0,0,0,0,1,0,0,0,0
Caramella Salato Latte,195,27,2.9,1.9,0.1,11.9,71.4,37.1,0,35.6,5.1,6,0,18,0,1,0,0,0,0,0,1,0,0,0,0
Flavored Coffee,7,0,0,0,0,0,1.3,1.7,0,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flavored Coffee,9,0,0,0,0,0,1.8,2.3,0,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flavored Coffee,12,0,0,0,0,0,2.2,2.8,0,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flavored Coffee,7,0,0,0,0,0,1.3,1.7,0,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Foresta Nera Latte,285,61,6.8,3.2,0.2,24.7,120.4,48.1,0,45.3,8.5,10,1,31,0,1,0,0,0,0,0,1,0,0,0,0
Foresta Nera Latte,380,81,9,4.3,0.3,32.9,160.6,64.1,0,60.4,11.3,13,1,41,1,1,0,0,0,0,0,1,0,0,0,0
Foresta Nera Latte,475,102,11.3,5.3,0.4,41.1,200.7,80.1,0,75.5,14.1,16,1,51,1,1,0,0,0,0,0,1,0,0,0,0
Foresta Nera Latte,285,61,6.8,3.2,0.2,24.7,120.4,48.1,0,45.3,8.5,10,1,31,0,1,0,0,0,0,0,1,0,0,0,0
Hot Chocolate,197,91,10.1,5.8,0.3,31.1,135.1,16.5,0.1,16.5,9.9,10,0,35,1,1,0,0,0,0,1,1,0,0,0,0
Hot Chocolate,263,122,13.5,7.7,0.4,41.5,180.1,22,0.2,22,13.2,13,0,47,2,1,0,0,0,0,1,1,0,0,0,0
Hot Chocolate,328,152,16.9,9.7,0.5,51.8,225.1,27.5,0.2,27.5,16.4,17,0,59,2,1,0,0,0,0,1,1,0,0,0,0
Hot Chocolate,197,91,10.1,5.8,0.3,31.1,135.1,16.5,0.1,16.5,9.9,10,0,35,1,1,0,0,0,0,1,1,0,0,0,0
Hot Vanilla,197,91,10.1,5.8,0.3,31.1,133.8,16.7,0,16.7,9.8,10,0,35,1,1,0,0,0,0,0,1,0,0,0,0
Hot Vanilla,263,122,13.5,7.7,0.4,41.5,178.3,22.3,0,22.3,13.1,13,0,47,1,1,0,0,0,0,0,1,0,0,0,0
Hot Vanilla,328,152,16.8,9.7,0.5,51.8,222.9,27.9,0,27.9,16.3,17,0,59,1,1,0,0,0,0,0,1,0,0,0,0
Hot Vanilla,197,91,10.1,5.8,0.3,31.1,133.8,16.7,0,16.7,9.8,10,0,35,1,1,0,0,0,0,0,1,0,0,0,0
Italian Brewed Roast Coffee,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Italian Brewed Roast Coffee,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Italian Brewed Roast Coffee,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Italian Brewed Roast Coffee,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Milano Mint Latte,180,55,6.1,3.8,0.1,12,92,26.1,0.2,25,5.2,6,0,18,1,1,0,0,0,0,1,1,0,0,0,0
Milano Mint Latte,240,74,8.2,5.1,0.2,16.1,122.6,34.9,0.2,33.4,6.9,8,1,24,1,1,0,0,0,0,1,1,0,0,0,0
Milano Mint Latte,300,92,10.2,6.4,0.2,20.1,153.3,43.6,0.3,41.7,8.7,10,1,30,1,1,0,0,0,0,1,1,0,0,0,0
Milano Mint Latte,180,55,6.1,3.8,0.1,12,92,26.1,0.2,25,5.2,6,0,18,1,1,0,0,0,0,1,1,0,0,0,0
Mocha Latte,82,27,3,1.9,0.1,11.9,72.7,8.7,0.1,8.7,5.1,6,0,18,1,1,0,0,0,0,1,1,0,0,0,0
Mocha Latte,109,36,4,2.5,0.2,15.9,96.9,11.7,0.2,11.7,6.8,8,1,24,1,1,0,0,0,0,1,1,0,0,0,0
Mocha Latte,137,45,5,3.1,0.2,19.9,121.2,14.6,0.2,14.6,8.5,9,1,30,2,1,0,0,0,0,1,1,0,0,0,0
Mocha Latte,82,27,3,1.9,0.1,11.9,72.7,8.7,0.1,8.7,5.1,6,0,18,1,1,0,0,0,0,1,1,0,0,0,0
Vanilla Latte,82,27,2.9,1.9,0.1,11.9,71.4,8.9,0,8.9,5.1,6,0,18,0,1,0,0,0,0,0,1,0,0,0,0
Vanilla Latte,109,35,3.9,2.5,0.2,15.9,95.2,11.9,0,11.9,6.7,8,1,24,0,1,0,0,0,0,0,1,0,0,0,0
Vanilla Latte,137,44,4.9,3.1,0.2,19.9,118.9,14.9,0,14.9,8.4,9,1,30,1,1,0,0,0,0,0,1,0,0,0,0
Vanilla Latte,82,27,2.9,1.9,0.1,11.9,71.4,8.9,0,8.9,5.1,6,0,18,0,1,0,0,0,0,0,1,0,0,0,0
White Chocolate Latte,194,27,2.9,1.9,0.1,11.9,147.5,34.3,0,31.1,6.1,6,0,18,0,1,0,0,0,0,0,1,0,0,0,0
White Chocolate Latte,259,35,3.9,2.5,0.2,15.9,196.7,45.8,0,41.4,8.2,8,1,24,0,1,0,0,0,0,0,1,0,0,0,0
White Chocolate Latte,324,44,4.9,3.1,0.2,19.9,245.8,57.2,0,51.8,10.2,9,1,30,1,1,0,0,0,0,0,1,0,0,0,0
White Chocolate Latte,194,27,2.9,1.9,0.1,11.9,147.5,34.3,0,31.1,6.1,6,0,18,0,1,0,0,0,0,0,1,0,0,0,0
Italian Brewed Espresso,0,0,0,0,0,0,0.6,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Italian Brewed Espresso,0,0,0,0,0,0,1.2,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Macchiato,7,3,0.3,0.2,0,1.1,7.3,0.7,0,0.7,0.5,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0
Macchiato,15,5,0.6,0.4,0,2.3,14.6,1.4,0,1.4,1.1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0
Mochaccino,43,29,3.2,2.7,0,0,10.3,3.3,0.1,3.3,0.2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Mochaccino,85,58,6.4,5.4,0,0,20.6,6.7,0.2,6.7,0.5,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Blackberry Italian Cream Soda,198,43,4.8,3.7,0,5.2,33.3,37.3,0,36.7,0.6,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0
Blackberry Italian Soda,142,0,0,0,0,0,18.7,34.4,0,34.4,0,,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Blood Orange Italian Cream Soda,216,43,4.8,3.7,0,5.2,27.1,42.9,0,40.3,0.6,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0
Blood Orange Italian Soda,160,0,0,0,0,0,12.5,40,0,38,0,,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Blueberry Italian Cream Soda,214,43,4.8,3.7,0,5.2,17.1,40.4,0,39.8,0.6,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0
Blueberry Italian Soda,158,0,0,0,0,0,2.5,37.5,0,37.5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Cherry Italian Cream Soda,216,43,4.8,3.7,0,5.2,17.1,42.9,0,40.3,0.6,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0
Cherry Italian Soda,160,0,0,0,0,0,2.5,40,0,38,0,,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Lemon Italian Cream Soda,196,43,4.8,3.7,0,5.2,27.1,38.9,0,36.3,0.6,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0
Lemon Italian Soda,140,0,0,0,0,0,12.5,36,0,34,0,,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Pomegranate Italian Cream Soda,236,43,4.8,3.7,0,5.2,17.1,40.9,0,40.3,0.6,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0
Pomegranate Italian Soda,180,0,0,0,0,0,2.5,38,0,38,0,,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Strawberry Italian Cream Soda,216,43,4.8,3.7,0,5.2,17.1,42.9,0,40.3,0.6,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0
Strawberry Italian Soda,160,0,0,0,0,0,2.5,40,0,38,0,,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Apple Juice,82,2,0.2,0,0,0,7.1,20,0.4,17.1,0.2,0,114,1,1,0,1,0,0,0,0,0,0,0,0,0
Fat-Free Milk,129,7,0.8,0.5,0,6.3,186,17.5,0,13.9,12.5,13,6,45,1,1,0,0,0,0,0,1,0,0,0,0
Low-Fat Milk,161,55,6.1,3.8,0.2,25.3,164.3,15.7,0,13.9,11,13,5,40,1,1,0,0,0,0,0,1,0,0,0,0
Orange Juice,111,3,0.4,0,0,0,9.5,26,0.7,20.7,1.6,8,119,2,1,0,1,0,0,0,0,0,0,0,0,0
Vanilla Soy Milk,128,37,4.1,0.5,0,0,120.8,14.9,1.4,9.4,7.7,0,0,6,8,0,1,0,0,0,1,0,0,0,0,0
Gelato & Sorbet,321,121,13.4,8.8,0,62.1,156.2,44.2,0.1,32.5,5.7,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Affogato Italiano,643,269,29.8,10.1,0,57,389.5,83.8,1.7,50,9.1,12,0,2,11,1,0,0,0,1,1,1,0,0,0,0
Biscotto Col Gelato,825,395,43.8,23.7,0.8,127.9,556.1,102.4,3.1,67.5,9.9,13,0,4,18,1,0,0,1,1,1,1,1,0,0,0
Monte Bianco,978,416,46.1,12.8,0,68.2,593.7,132.9,2.1,45.1,11.3,0,1,5,14,1,0,0,1,0,1,1,1,0,0,0
Banana Walnut Muffin,790,463,51.3,5.6,0,96.4,642.8,75.8,2.2,41.2,9.8,3,1,15,13,1,0,0,1,1,1,1,1,0,0,0
Blueberry Muffin,787,420,46.5,7.1,0.1,105.8,726.9,86.1,1.8,48.3,8,4,1,16,11,1,0,0,0,1,1,1,1,0,0,0
Cherry Marzipan Crumble Coffee Cake w/ Almonds,575,282,31.3,4.8,0.1,53.6,360.9,68.3,2.7,42.1,7.5,5,1,13,10,1,0,0,1,1,1,1,1,0,0,0
Chocolate Chip Cookie,518,234,25.9,13,0,32.4,421.2,68,0,42.1,3.2,6,0,0,6,1,0,0,0,1,1,1,1,0,0,0
Chocolate Chip Scone,601,266,29.5,17.9,0.9,82.9,513.4,76.9,3,27.8,10,14,0,5,18,1,0,0,0,1,1,1,1,0,0,0
Lemon Poppyseed Scone,572,291,32.3,19.5,1.2,118.6,512.5,62.9,1.8,14.2,8.3,22,1,5,19,1,0,0,0,1,0,1,1,0,0,0
Maccherones Italiani,98,43,4.8,4.3,,0,42.5,13,1.1,9.6,0.6,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
Maple Pecan Danish,476,274,30.4,0,0,0,390.8,42.5,0.6,0,7.1,2,1,4,9,1,0,0,1,1,1,1,1,0,0,0
Mocha Chocolate Chip Muffin,813,447,49.5,8.8,0,99.8,671.1,86.9,1.1,41.4,8.4,3,0,16,12,1,0,0,0,1,1,1,1,0,0,0
Vegan Chocolate Chip Cookie,415,214,23.7,6.9,4.9,29.7,296.7,45.5,2,27.7,4,0,0,0,12,0,1,0,1,1,1,0,0,0,0,0
Vegan Oatmeal Cookie w/ Chocolate Chips & Walnuts,370,133,14.8,1.8,,0,184.9,51.8,3.7,25.9,7.4,0,0,55,22,0,1,0,0,1,1,0,0,0,0,0
White Chocolate Macadamia Cookie,567,269,29.8,14.9,0,29.8,477.5,65.7,1.5,41.8,6,6,0,0,6,1,0,0,1,1,1,1,1,0,0,0
Pepperoni Pizzetta,819,399,44.2,19.3,0.7,109.8,2072.8,63.8,3.3,3.4,45.6,16,10,69,30,0,0,0,0,1,0,1,0,0,0,0
Tre Formaggi Pizzetta,661,268,29.7,15.7,0,75.9,1568.6,64.4,3.4,3.5,39.3,28,12,77,28,1,0,0,0,1,0,1,0,0,0,0
Caesar Salad,398,367,40.6,7.4,0,33.5,443.3,4.8,1.3,0.8,5.5,103,12,16,6,0,0,0,0,0,1,1,1,0,1,0
Parmesan-Herb Roll,158,23,2.6,0.6,0,1.6,185.5,29.1,1.2,0.3,6.8,0,0,4,9,1,0,0,0,1,0,1,0,0,0,0
Lasagna Bolognese,799,377,41.8,20.4,0,174.6,1322.6,64.3,4.7,9.3,43.7,52,28,75,51,0,0,0,0,1,1,1,1,0,0,0
Lasagna Marinara,818,362,40.1,18.9,0,170.3,1955.2,78.4,4.8,16.4,40.7,36,18,75,27,1,0,0,0,1,0,1,1,0,0,0
Gamberetti Salad,888,670,74.3,17.3,0,222.6,2004,19.3,3.2,2.5,37.6,213,20,70,15,0,0,0,0,1,1,1,1,1,1,0
Insalata di Salmone,401,227,25.1,4.4,0,37.8,1286.4,17.1,2.7,12.7,25.2,158,81,18,28,0,0,0,0,0,1,0,0,0,1,0
Pollo Verdura Salad,877,487,54,10.3,0,147.8,906.1,41.5,10.6,15.8,61.3,428,39,24,47,0,0,0,0,0,1,1,0,0,0,0
Tagliata Salad,530,362,40.2,10.4,0,44.8,1679.3,27.8,9.1,8.3,18.6,427,203,28,56,0,0,0,0,0,0,1,0,0,0,0
Vegan Tagliata Salad,329,219,24.3,3.3,0,0,860.8,26.7,9.1,8,5.9,423,203,14,53,0,1,0,0,0,0,0,0,0,0,0
Vegetarian Tagliata Salad,431,279,31,7,0,22.4,953.8,29.5,7.9,8.3,13.7,427,201,29,57,1,0,0,0,0,0,1,0,0,0,0
Polpetta Italiano,671,282,31.3,15.8,0,109.1,1935.9,61.6,1.4,5,36.4,12,5,41,29,0,0,0,0,1,1,1,1,0,0,0
Duetto Di Morsi,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
Banana Walnut Muffin,790,463,51.3,5.6,0,96.4,642.8,75.8,2.2,41.2,9.8,3,1,15,13,1,0,0,1,1,1,1,1,0,0,0
Blueberry Muffin,787,420,46.5,7.1,0.1,105.8,726.9,86.1,1.8,48.3,8,4,1,16,11,1,0,0,0,1,1,1,1,0,0,0
Cherry Marzipan Crumble Coffee Cake w/ Almonds,575,282,31.3,4.8,0.1,53.6,360.9,68.3,2.7,42.1,7.5,5,1,13,10,1,0,0,1,1,1,1,1,0,0,0
Chocolate Chip Cookie,518,234,25.9,13,0,32.4,421.2,68,0,42.1,3.2,6,0,0,6,1,0,0,0,1,1,1,1,0,0,0
Chocolate Chip Scone,601,266,29.5,17.9,0.9,82.9,513.4,76.9,3,27.8,10,14,0,5,18,1,0,0,0,1,1,1,1,0,0,0
Lemon Poppyseed Scone,572,291,32.3,19.5,1.2,118.6,512.5,62.9,1.8,14.2,8.3,22,1,5,19,1,0,0,0,1,0,1,1,0,0,0
Maccherones Italiani,98,43,4.8,4.3,,0,42.5,13,1.1,9.6,0.6,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
Maple Pecan Danish,476,274,30.4,0,0,0,390.8,42.5,0.6,0,7.1,2,1,4,9,1,0,0,1,1,1,1,1,0,0,0
