Menu Item,Calories,Fat Cal.,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrate (g),Dietary Fiber (g),Sugars (g),Protein (g),Vitamin A (%),Vitamin C (%),Calcium (%),Iron (%),Vegetarian,Vegan,Contains Peanuts,Contains Tree Nuts,Contains Wheat,Contains Soy,Contains Dairy,Contains Eggs,Contains Shellfish,Contains Fish,Add-on
Spiced Apple Caramel Parfait,707,165,18.3,3.6,0,11.7,334.7,119.1,5.9,54.5,20.8,2,4,39,27,1,0,0,1,1,0,1,0,0,0,0
Cold Cereal,86,3,0.3,,,0,207.9,16.9,0.3,1.9,3.6,,0,0,17,1,0,0,0,0,0,0,0,0,0,0
Banana,117,4,0.4,0.1,0,0,1.3,29.9,3.4,16,1.4,2,19,1,2,0,1,0,0,0,0,0,0,0,0,0
Fuji Apple,59,2,0.2,0,0,0,1.1,15.6,2.7,11.8,0.3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0
Orange,45,1,0.1,0,0,0,0,11.2,2.3,8.9,0.9,4,85,4,1,0,1,0,0,0,0,0,0,0,0,0
Apple Juice,82,2,0.2,0,0,0,7.1,20,0.4,17.1,0.2,0,114,1,1,0,1,0,0,0,0,0,0,0,0,0
Chocolate Milk,199,29,3.2,1.9,0.1,9.5,192.8,33,1.6,31.4,10.2,12,5,37,5,1,0,0,0,0,0,1,0,0,0,0
Fat-Free Milk,129,7,0.8,0.5,0,6.3,186,17.5,0,13.9,12.5,13,6,45,1,1,0,0,0,0,0,1,0,0,0,0
Low-Fat Milk,161,55,6.1,3.8,0.2,25.3,164.3,15.7,0,13.9,11,13,5,40,1,1,0,0,0,0,0,1,0,0,0,0
Orange Juice,111,3,0.4,0,0,0,9.5,26,0.7,20.7,1.6,8,119,2,1,0,1,0,0,0,0,0,0,0,0,0
Vanilla Soy Milk,128,37,4.1,0.5,0,0,120.8,14.9,1.4,9.4,7.7,0,0,6,8,0,1,0,0,0,1,0,0,0,0,0
Caprese Sandwich,799,431,47.8,15.9,0,82.8,923,63.3,1,8.1,27.8,33,47,65,21,1,0,0,0,1,1,1,1,0,0,0
Ham & Swiss Sandwich,697,329,36.5,4.9,0,72.7,1928.9,58.2,0.8,5.5,34.1,16,14,24,24,0,0,0,0,1,1,1,1,0,0,0
Peanut Butter & Strawberry Preserves Sandwich,713,387,42.9,8.9,0,0,390.4,71.9,5.1,58.9,21.3,0,0,4,9,0,1,1,0,1,1,0,0,0,0,0
Roast Beef & Cheddar Sandwich,784,357,39.5,12.7,0,128.9,1148,61.3,0.8,5.5,44.4,19,14,24,33,0,0,0,0,1,1,1,1,0,0,0
Turkey & Provolone Sandwich,1051,665,73.7,13.9,0,78.4,2199.3,66.2,1,5.6,34.6,18,14,25,24,0,0,0,0,1,1,1,1,0,0,0
Caesar Salad,137,73,8.1,5,0,20.4,489.9,4.7,2.4,1.6,12.1,202,8,39,7,1,0,0,0,0,0,1,0,0,0,0
Chicken Caesar Salad,564,338,37.5,7.4,0,122,649.5,17.1,1.6,0.8,41.5,103,11,16,19,0,0,0,0,1,1,1,1,0,1,0
Chinese Chicken Salad,343,125,13.8,1.6,0,82.4,218.1,18.2,3.2,3.5,36.2,105,5,9,17,0,0,0,1,1,1,0,0,0,0,0
California Pasta Salad,139,77,8.5,1.1,0,0,970,13.7,1,1.7,2.2,45,30,2,58,0,1,0,0,1,0,0,0,0,0,0
Country Potato Salad,135,61,6.8,1,0,5,513.4,18.3,1.4,2.8,1.5,6,31,3,3,1,0,0,0,0,1,0,1,0,0,0
Boulder Canyon Hickory BBQ Kettle Chips,209,124,13.8,3.4,,0,319,22.5,1.9,,3.3,2,24,2,5,0,1,0,0,0,0,0,0,0,0,0
French Onion SunChips,140,54,6,0.7,0,0,93.3,19.3,2.7,2,2,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
Garden Salsa SunChips,140,54,6,0.7,0,0,93.3,19.3,2.7,2,2,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
Harvest Cheddar SunChips,140,54,6,1,0,0,186.6,18.7,2,2,2,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0
Original SunChips,134,66,7.3,0.9,0.2,0,140.6,16.3,1.4,0.3,1.6,0,0,4,2,0,1,0,0,1,0,0,0,0,0,0
Banana,117,4,0.4,0.1,0,0,1.3,29.9,3.4,16,1.4,2,19,1,2,0,1,0,0,0,0,0,0,0,0,0
Fuji Apple,59,2,0.2,0,0,0,1.1,15.6,2.7,11.8,0.3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0
Orange,45,1,0.1,0,0,0,0,11.2,2.3,8.9,0.9,4,85,4,1,0,1,0,0,0,0,0,0,0,0,0
Apple Juice,82,2,0.2,0,0,0,7.1,20,0.4,17.1,0.2,0,114,1,1,0,1,0,0,0,0,0,0,0,0,0
Chocolate Milk,199,29,3.2,1.9,0.1,9.5,192.8,33,1.6,31.4,10.2,12,5,37,5,1,0,0,0,0,0,1,0,0,0,0
Fat-Free Milk,129,7,0.8,0.5,0,6.3,186,17.5,0,13.9,12.5,13,6,45,1,1,0,0,0,0,0,1,0,0,0,0
Low-Fat Milk,161,55,6.1,3.8,0.2,25.3,164.3,15.7,0,13.9,11,13,5,40,1,1,0,0,0,0,0,1,0,0,0,0
Orange Juice,111,3,0.4,0,0,0,9.5,26,0.7,20.7,1.6,8,119,2,1,0,1,0,0,0,0,0,0,0,0,0
Vanilla Soy Milk,128,37,4.1,0.5,0,0,120.8,14.9,1.4,9.4,7.7,0,0,6,8,0,1,0,0,0,1,0,0,0,0,0
