Menu Item,Calories,Fat Cal.,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrate (g),Dietary Fiber (g),Sugars (g),Protein (g),Vitamin A (%),Vitamin C (%),Calcium (%),Iron (%),Vegetarian,Vegan,Contains Peanuts,Contains Tree Nuts,Contains Wheat,Contains Soy,Contains Dairy,Contains Eggs,Contains Shellfish,Contains Fish,Add-on
Steel-Cut Oatmeal Cup,212,34,3.8,0.8,0,0,216.3,40.8,6,0,9.1,0,0,3,29,0,1,0,0,0,0,0,0,0,0,0
Cold Cereal,86,3,0.3,,,0,207.9,16.9,0.3,1.9,3.6,,0,0,17,1,0,0,0,0,0,0,0,0,0,0
Fruit Cup,102,4,0.4,0.1,0,0,16.9,26,2.1,22.1,1.6,47,99,2,3,0,1,0,0,0,0,0,0,0,0,0
Yogurt Parfait,446,54,6,1.5,0,15,280.5,82,1.7,57.5,19.1,1,21,2,7,1,0,0,1,1,0,1,0,0,0,0
Bagel w/ Cream Cheese,97,88,9.7,5.5,0.3,31.2,91,1.2,0,0.9,1.7,8,0,3,1,1,0,0,0,1,1,1,0,0,0,0
Banana Walnut Muffin,790,463,51.3,5.6,0,96.4,642.8,75.8,2.2,41.2,9.8,3,1,15,13,1,0,0,1,1,1,1,1,0,0,0
Blueberry Muffin,787,420,46.5,7.1,0.1,105.8,726.9,86.1,1.8,48.3,8,4,1,16,11,1,0,0,0,1,1,1,1,0,0,0
Butter Croissant,448,228,25.3,0,0,0,576.4,46.2,0.4,0,9.3,3,0,5,22,1,0,0,0,1,1,1,1,0,0,0
Cheese Danish,350,185,20.5,6.4,,21.5,301.2,34.8,0.9,6.5,7.5,2,0,3,8,1,0,0,1,1,1,1,1,0,0,0
Chocolate Hazelnut  Croissant,391,199,22.1,0,0,0,503.3,40.3,0.4,0,8.1,3,0,4,19,1,0,0,1,1,1,1,1,0,0,0
Cinnamon Roll,686,273,30.2,5.7,0,121.6,560.2,93.8,4.4,58.5,11.4,8,6,13,16,1,0,0,0,1,1,1,1,0,0,0
Mocha Chocolate Chip Muffin,813,447,49.5,8.8,0,99.8,671.1,86.9,1.1,41.4,8.4,3,0,16,12,1,0,0,0,1,1,1,1,0,0,0
Tator Tots,201,91,10,1.9,0,0,527.4,25.1,2.5,1.3,2.5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Banana,117,4,0.4,0.1,0,0,1.3,29.9,3.4,16,1.4,2,19,1,2,0,1,0,0,0,0,0,0,0,0,0
Fuji Apple,59,2,0.2,0,0,0,1.1,15.6,2.7,11.8,0.3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0
Orange,78,2,0.2,0,0,0,1.6,19.9,3.5,13.5,1.4,8,157,7,1,0,1,0,0,0,0,0,0,0,0,0
Apple Juice,82,2,0.2,0,0,0,7.1,20,0.4,17.1,0.2,0,114,1,1,0,1,0,0,0,0,0,0,0,0,0
Chocolate Milk,199,29,3.2,1.9,0.1,9.5,192.8,33,1.6,31.4,10.2,12,5,37,5,1,0,0,0,0,0,1,0,0,0,0
Fat-Free Milk,129,7,0.8,0.5,0,6.3,186,17.5,0,13.9,12.5,13,6,45,1,1,0,0,0,0,0,1,0,0,0,0
Low-Fat Milk,161,55,6.1,3.8,0.2,25.3,164.3,15.7,0,13.9,11,13,5,40,1,1,0,0,0,0,0,1,0,0,0,0
Orange Juice,111,3,0.4,0,0,0,9.5,26,0.7,20.7,1.6,8,119,2,1,0,1,0,0,0,0,0,0,0,0,0
Vanilla Soy Milk,128,37,4.1,0.5,0,0,120.8,14.9,1.4,9.4,7.7,0,0,6,8,0,1,0,0,0,1,0,0,0,0,0
Hot Chocolate,135,12,1.4,0.8,0,0,171.5,28.5,1.3,22.3,2.3,0,0,5,2,1,0,0,0,0,1,1,0,0,0,0
Hot Vanilla,153,54,6,6,0,0,97.8,23.8,0,17,1.7,0,2,5,0,1,0,0,0,0,1,1,0,0,0,0
Hot Green Tea,0,0,0,0,0,0,1.1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Apple Spritzer,164,0,0,0,0,0,18.2,41.8,0,38.8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Orange Spritzer,169,0,0,0,0,0,14.1,39.5,0,35.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Beef Chile Colorado Wet Burrito,754,357,39.6,13.1,0,81.8,1837.8,65,4,2.2,35.6,49,3,23,80,0,0,0,0,1,1,1,0,0,0,0
Vegan BBQ Chicken Quesadilla,894,346,38.3,8.2,0,0,1944.2,105.2,16.4,7.6,30.2,14,22,8,40,0,1,0,0,1,1,0,0,0,0,0
Vegetarian BBQ Chicken Quesadilla,634,292,32.4,16.1,0,82.8,1369.4,45.9,3.3,7.1,37.3,22,10,64,10,1,0,0,0,1,1,1,0,0,0,0
Potato Enchiladas,953,570,63.1,35.7,0,161.5,1744.3,48.2,7,2.7,50.5,64,34,142,68,1,0,0,0,1,0,1,0,0,0,0
Three Taco Combination,720,322,35.7,12.7,0.3,136.3,1040.6,59.7,7,4,40.1,17,15,15,54,0,0,0,0,0,1,0,0,0,0,0
BBQ Chicken Quesadilla,766,333,37,19.2,0,179.7,1663.7,45.4,1,8.4,60.1,17,3,64,36,0,0,0,0,1,1,1,0,0,0,0
Vegan BBQ Chicken Quesadilla,894,346,38.3,8.2,0,0,1944.2,105.2,16.4,7.6,30.2,14,22,8,40,0,1,0,0,1,1,0,0,0,0,0
Vegetarian BBQ Chicken Quesadilla,634,292,32.4,16.1,0,82.8,1369.4,45.9,3.3,7.1,37.3,22,10,64,10,1,0,0,0,1,1,1,0,0,0,0
California Steak Burrito,921,448,49.7,17.6,0.2,130.6,1463,78.4,6.8,5.1,41.8,14,24,18,52,0,0,0,0,1,1,1,0,0,0,0
California Veggie Burrito,1036,413,45.8,12.7,0.3,26.9,1671.4,133.3,17,6.9,27.5,19,39,24,41,1,0,0,0,1,1,1,0,0,0,0
Chicken Enchiladas,826,412,45.7,12.7,0.3,190.6,1232.6,45.2,5.4,3.8,58.6,57,19,29,71,0,0,0,0,1,0,1,0,0,0,0
Potato Enchiladas,953,570,63.1,35.7,0,161.5,1744.3,48.2,7,2.7,50.5,64,34,142,68,1,0,0,0,1,0,1,0,0,0,0
Shrimp Tacos,599,264,29.3,13.8,0.7,57.2,1212.2,76.8,10.4,7.5,12.4,32,30,25,21,0,0,0,0,1,1,1,0,1,0,0
Vegan BBQ Chicken Quesadilla,894,346,38.3,8.2,0,0,1944.2,105.2,16.4,7.6,30.2,14,22,8,40,0,1,0,0,1,1,0,0,0,0,0
Vegetarian BBQ Chicken Quesadilla,634,292,32.4,16.1,0,82.8,1369.4,45.9,3.3,7.1,37.3,22,10,64,10,1,0,0,0,1,1,1,0,0,0,0
Beef Sopes,758,359,39.8,16.2,0.2,166.4,1472.4,46.8,8.5,4.2,51.3,43,39,36,93,0,0,0,0,0,0,1,0,0,0,0
Chicken Sopes,604,224,24.8,9.5,0.2,124,1204.1,45.9,8.2,3.8,47.6,43,38,34,66,0,0,0,0,0,0,1,0,0,0,0
Potato Picadillo Sopes,493,194,21.5,7.8,0.2,27.9,1084.5,58,9.4,5.2,17.4,20,27,34,49,1,0,0,0,0,0,1,0,0,0,0
Shredded Beef Sopes,780,388,43.1,17.9,0.2,157.7,1767.9,46,8.3,4,50.4,42,39,34,55,0,0,0,0,0,0,1,0,0,0,0
Chicken Taco Salad,257,92,10.2,2.8,0,96.9,487.2,7.1,2.6,4.2,33.7,25,11,6,38,0,0,0,0,0,0,0,0,0,0,0
Pork Al Pastor Taco Salad,308,186,20.6,6.7,0,71.2,347.4,10.4,3.2,6.2,20.8,34,21,7,25,0,0,0,0,0,0,0,0,0,0,0
Pork Carnitas Taco Salad,207,58,6.5,1.3,0,81.6,299.7,7.8,2.6,4.4,29.2,23,13,6,25,0,0,0,0,0,0,0,0,0,0,0
Shredded Beef Taco Salad,432,256,28.4,11.2,0,130.5,1050.1,6.9,2.6,4.2,36.4,23,11,6,28,0,0,0,0,0,0,0,0,0,0,0
Steak Taco Salad,402,223,24.7,9.3,0,138.2,729.7,7.4,2.7,4.2,36.7,23,11,6,65,0,0,0,0,0,0,0,0,0,0,0
Vegetarian Taco Salad,32,3,0.3,0,0,0,22.7,6.7,2.5,4.2,2,23,11,4,5,0,0,0,0,0,0,0,0,0,0,0
Chicken Tacos,373,124,13.8,3.3,0,96.9,491.1,26.6,3.8,0.5,35,2,0,6,37,0,0,0,0,0,0,0,0,0,0,0
Fish Tacos,493,157,17.4,3,0,106.7,726.8,49.5,6.9,1.1,35.7,1,5,16,20,0,0,0,0,0,0,0,0,0,0,0
Pork Carnitas Tacos,329,88,9.8,1.6,0,81.6,290.4,26.4,0.1,0.2,29.8,0,3,2,22,0,0,0,0,0,0,0,0,0,0,0
Pork Tacos Al Pastor Style,430,215,23.9,7,0,71.2,338.1,29,0.6,2.1,21.4,12,11,2,22,0,0,0,0,0,0,0,0,0,0,0
Shredded Beef Tacos,548,289,32,11.7,0,130.5,1054,26.4,3.7,0.5,37.7,0,0,6,26,0,0,0,0,0,0,0,0,0,0,0
Steak Tacos,518,255,28.3,9.8,0,138.2,733.5,26.9,3.8,0.5,38,0,0,7,64,0,0,0,0,0,0,0,0,0,0,0
Bean & Cheese Burrito,113,22,2.4,0,,0,136.7,17.7,1.6,0.8,3.2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Chicken Burrito,427,103,11.4,3.3,0,96.9,991.8,39.1,0.8,5.5,38.8,2,0,2,33,0,0,0,0,0,0,0,0,0,0,0
Fish Burrito,510,151,16.8,3.3,0,133.4,1377.2,42.5,1.2,5.7,44.3,1,6,9,16,0,0,0,0,0,0,0,0,0,0,0
Pork Al Pastor Burrito,530,254,28.1,9.3,0,71.2,744,43.8,2.4,3.8,25.7,12,11,2,20,0,0,0,0,0,0,0,0,0,0,0
Pork Carnitas Burrito,429,126,14,3.9,0,81.6,696.4,41.2,1.8,2,34.1,0,3,2,19,0,0,0,0,0,0,0,0,0,0,0
Shredded Beef Burrito,653,324,35.9,13.8,0,130.5,1446.8,40.4,1.8,1.8,41.3,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0
Steak Burrito,572,234,25.9,9.8,0,138.2,1234.2,39.4,0.9,5.6,41.8,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0
Vegetable Burrito,236,89,9.9,1,0,0,908.2,31.3,4.7,3.7,5.2,128,44,4,45,0,0,0,0,0,0,0,0,0,0,0
Chicken Burrito Bowl,225,89,9.8,2.8,0,96.9,464.6,0.3,0.1,0,31.6,2,0,2,33,0,0,0,0,0,0,0,0,0,0,0
Fish Burrito Bowl,246,110,12.2,2.2,0,106.7,680,3,0.4,0.1,29.8,1,5,8,13,0,0,0,0,0,0,0,0,0,0,0
Pork Al Pastor Burrito Bowl,276,183,20.3,6.7,0,71.2,324.7,3.6,0.6,2.1,18.7,12,11,2,20,0,0,0,0,0,0,0,0,0,0,0
Pork Carnitas Burrito Bowl,175,56,6.2,1.3,0,81.6,277,1,0.1,0.2,27.1,0,3,2,19,0,0,0,0,0,0,0,0,0,0,0
Shredded Beef Burrito Bowl,400,253,28.1,11.2,0,130.5,1027.5,0.2,0,0,34.3,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0
Steak Burrito Bowl,370,220,24.4,9.3,0,138.2,707,0.7,0.1,0,34.6,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0
Vegetarian Burrito Bowl,123,67,7.4,1,0,0,771.5,13.6,3.1,2.9,2,128,44,4,40,0,0,0,0,0,0,0,0,0,0,0
Cheese Quesadilla,430,254,28.2,16.2,,75.7,592.6,18.3,1.6,1.2,24,13,0,63,8,1,0,0,0,1,1,1,0,0,0,0
Chicken Quesadilla,805,366,40.6,19,0,172.6,1667.4,48.8,0.1,0.4,59.4,15,0,65,53,0,0,0,0,1,1,1,0,0,0,0
Shredded Beef Quesadilla,970,556,61.7,30,0,206.2,1902.7,40.9,1.8,2.2,62.1,13,0,65,26,0,0,0,0,1,1,1,0,0,0,0
Spinach & Mushroom Quesadilla,1005,468,51.9,20.9,0.2,85.4,2172.8,98.4,12.3,3.5,40.1,146,24,77,68,1,0,0,0,1,1,1,0,0,0,0
Steak Quesadilla,890,466,51.7,26,0,213.9,1690.1,40,0.9,6,62.6,13,0,65,63,0,0,0,0,1,1,1,0,0,0,0
Vegan Cheese Quesadilla,324,116,12.8,3.2,,0,719.3,37.8,1.6,20.9,13,25,0,52,7,0,1,0,0,1,1,0,0,0,0,0
Vegan Spinach Quesadilla,380,143,15.9,3.6,0,0,1032.6,43.5,4.9,21.5,16.7,278,20,69,32,0,1,0,0,1,1,0,0,0,0,0
Chicken Nachos,1254,545,60.4,20.8,0.2,170.7,1314,116.3,22.3,5.8,66.8,27,44,67,80,0,0,0,0,0,0,1,0,0,0,0
Chicken Nachos w/ Cheese Sauce,1587,762,84.4,34.8,0.3,240,2261.4,130.9,22.5,16.4,81.1,49,44,110,82,0,0,0,0,1,0,1,0,0,0,0
Guacamole & Chips,348,189,20.9,2.7,0,0,240.3,39.3,11.1,2.8,6.1,11,31,7,9,0,1,0,0,0,0,0,0,0,0,0
Shredded Beef Nachos,1429,709,78.6,29.2,0.2,204.3,1876.9,116.2,22.3,5.8,69.5,26,44,67,69,0,0,0,0,0,0,1,0,0,0,0
Shredded Beef Nachos w/ Cheese Sauce,1765,928,102.9,43.1,0.3,273,2808,131.1,22.5,16.6,83.8,45,44,111,71,0,0,0,0,1,0,1,0,0,0,0
Steak Nachos,1399,676,74.9,27.3,0.2,212.1,1556.4,116.7,22.4,5.8,69.8,26,44,67,107,0,0,0,0,0,0,1,0,0,0,0
Steak Nachos w/ Cheese Sauce,1732,893,99,41.3,0.3,281.3,2498.8,131.1,23,16.5,84,53,31,111,107,0,0,0,0,1,0,1,0,0,0,0
Vegetarian Nachos,1029,456,50.6,18,0.2,73.8,849.4,116,22.3,5.8,35.2,26,44,65,47,1,0,0,0,0,0,1,0,0,0,0
Vegetarian Nachos,1251,591,65.6,26,0.3,112.7,1599.4,130.4,22.9,16.5,42.3,45,31,88,45,1,0,0,0,1,0,1,0,0,0,0
Brown Calrose Rice,116,8,0.9,0.2,0,0,1,24.3,1.9,,2.4,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0
Mexican Rice,137,60,6.6,0.9,0,0,389.8,17.6,0.2,0.5,1.8,1,1,1,4,0,1,0,0,0,1,0,0,0,0,0
Black Beans,178,7,0.7,0.2,0,0,127.6,31.9,11.7,0,11.9,0,0,4,24,0,1,0,0,0,0,0,0,0,0,0
Refried Beans,159,28,3.1,0.5,0,0,253.4,25.2,8.5,0.5,8.5,0,5,5,28,0,1,0,0,0,0,0,0,0,0,0
Tortilla Chips,180,61,6.8,0.7,0,0,28.1,27.9,3.9,0.5,3.6,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0
Apple Spritzer,164,0,0,0,0,0,18.2,41.8,0,38.8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Orange Spritzer,169,0,0,0,0,0,14.1,39.5,0,35.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Apple Juice,82,2,0.2,0,0,0,7.1,20,0.4,17.1,0.2,0,114,1,1,0,1,0,0,0,0,0,0,0,0,0
Chocolate Milk,199,29,3.2,1.9,0.1,9.5,192.8,33,1.6,31.4,10.2,12,5,37,5,1,0,0,0,0,0,1,0,0,0,0
Fat-Free Milk,129,7,0.8,0.5,0,6.3,186,17.5,0,13.9,12.5,13,6,45,1,1,0,0,0,0,0,1,0,0,0,0
Low-Fat Milk,161,55,6.1,3.8,0.2,25.3,164.3,15.7,0,13.9,11,13,5,40,1,1,0,0,0,0,0,1,0,0,0,0
Orange Juice,111,3,0.4,0,0,0,9.5,26,0.7,20.7,1.6,8,119,2,1,0,1,0,0,0,0,0,0,0,0,0
Vanilla Soy Milk,128,37,4.1,0.5,0,0,120.8,14.9,1.4,9.4,7.7,0,0,6,8,0,1,0,0,0,1,0,0,0,0,0
Hot Green Tea,0,0,0,0,0,0,1.1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ramen Daeji Bulgogi,401,203,22.5,6.4,0,45.2,1612.7,30,3.2,3.9,17.1,4,2,3,10,0,0,0,0,1,1,0,1,0,1,0
Vegetable Ramen Soup,248,83,9.2,2.1,0,0.2,1595.9,35.8,4.6,5,8.2,201,23,10,16,0,0,0,0,1,1,0,1,0,1,0
Korean Vegetable Bowl,314,94,10.4,1.5,0,0,629.9,45.9,4.8,2,11.2,107,42,12,19,0,0,0,0,1,1,0,0,0,1,0
Pork Tonkatsu,703,156,17.3,5.1,0.4,198.1,2460.6,89.9,5.2,19,45.4,32,82,12,84,0,0,0,0,1,1,1,1,0,0,0
Chashu Ramen,246,105,11.6,2.9,0,93.5,984.8,26.8,2.5,3,9.3,8,14,4,8,0,0,0,0,1,1,0,1,0,1,0
Vegetarian Miso Ramen Soup,366,114,12.6,2.8,0,0.2,3202.5,52.8,8.4,7.8,15.3,207,47,14,26,0,0,0,0,1,1,0,1,0,0,0
Japanese Chicken Curry,345,113,12.5,2.4,0,37.4,1069.9,43.7,3.3,2.6,15.3,86,39,7,12,0,0,0,0,1,1,0,1,0,0,0
Japanese Tofu Curry,392,132,14.6,2.1,0,0.3,1296.6,53.5,5.3,3.1,15.9,112,55,47,17,0,1,0,0,1,1,0,0,0,0,0
Tan Tan Ramen Noodle Soup,762,438,48.5,12.3,0.3,218.8,1960.3,49.8,2.4,3.4,29.2,11,2,8,14,0,0,0,0,1,1,0,1,0,0,0
Vegetable Ramen Soup,248,83,9.2,2.1,0,0.2,1595.9,35.8,4.6,5,8.2,201,23,10,16,0,0,0,0,1,1,0,1,0,1,0
BBQ Korean Pork Spare Ribs,843,475,52.6,16.8,0,169.3,1235.3,42.4,3.2,12.9,44.4,41,19,13,43,0,0,0,0,1,1,0,1,0,0,0
Korean Vegetable Bowl,314,94,10.4,1.5,0,0,629.9,45.9,4.8,2,11.2,107,42,12,19,0,0,0,0,1,1,0,0,0,1,0
Beef Pho,379,39,4.3,1.5,0,41.4,1753.1,63.9,4.8,5.3,22.6,24,45,7,16,0,0,0,0,0,0,0,0,0,1,0
Vegetarian Miso Ramen Soup,366,114,12.6,2.8,0,0.2,3202.5,52.8,8.4,7.8,15.3,207,47,14,26,0,0,0,0,1,1,0,1,0,0,0
Teriyaki Chicken Bowl,576,126,14,3,0,98.9,623.6,65.7,7,16.9,41.1,99,7,9,18,0,0,0,0,1,1,0,0,0,0,0
Vegan Teriyaki Chicken Bowl,663,102,11.3,1,0,0,1704.9,97.2,10,20.6,35.7,98,7,7,11,0,1,0,0,1,1,0,0,0,0,0
Chicken Katsu Udon Noodle Bowl,528,83,9.2,1.7,0.1,79.6,2038.1,79.3,5.2,12.2,30.4,50,3,3,11,0,0,0,0,1,1,1,1,0,1,0
Vegetable Ramen Soup,248,83,9.2,2.1,0,0.2,1595.9,35.8,4.6,5,8.2,201,23,10,16,0,0,0,0,1,1,0,1,0,1,0
Shrimp Sushi Bowl,768,290,32.1,4.7,0,154.4,1549.8,94.2,5.9,3.9,25.1,12,8,11,30,0,0,0,0,1,1,0,1,1,1,0
Vegetable Sushi Bowl,482,180,19.9,2.5,0,4.6,1137.8,70.7,7.7,12.3,8.8,3,15,8,9,1,0,0,0,1,1,0,1,0,0,0
Pad Thai,513,211,23.4,3.5,0,21.7,1250.8,57,6.7,13.9,25.1,50,40,84,26,0,0,1,0,1,1,1,1,0,1,0
Shrimp Pad Thai,479,165,18.3,2.7,0.1,130.9,1677.4,55.7,5.3,14.2,26.2,49,38,43,16,0,0,1,0,1,1,1,1,1,1,0
Teriyaki Beef Bowl,668,171,19,4.5,0,82.9,1897.3,79.3,7.4,28.4,38.7,97,10,10,23,0,0,0,0,1,1,0,0,0,0,0
Vegan Teriyaki Chicken Bowl,663,102,11.3,1,0,0,1704.9,97.2,10,20.6,35.7,98,7,7,11,0,1,0,0,1,1,0,0,0,0,0
Beef & Broccoli,131,42,4.7,1.2,0,25.3,476.6,12.7,1.6,1.4,9.9,30,78,3,6,0,0,0,0,1,1,0,1,0,0,0
Orange Chicken,403,191,21.1,5.6,0,117.2,403.8,24.8,0.4,12.1,27.4,2,3,3,12,0,0,0,0,1,1,0,0,0,0,0
Sweet & Sour Pork,120,32,3.6,1.2,0,19.4,190.7,14.7,0.5,5.9,7.2,8,40,2,7,0,0,0,0,1,0,0,1,0,0,0
Vegetable Stir-Fry,201,57,6.4,0.9,0,0,299.4,32.3,5.1,4.4,3.9,91,7,3,6,0,1,0,0,0,0,0,0,0,0,0
Baby Bok Choy & Tofu,189,103,11.4,1.6,0,0,489.8,11.5,4,3.3,14.1,2,2,48,12,0,1,0,0,1,1,0,0,0,0,0
Eggplant & Tofu w/ Spicy Garlic,220,73,8.1,1.2,0,0,938.6,26.5,4,16.7,13.3,5,34,51,15,0,1,0,0,1,1,0,0,0,0,0
Kung Pao Chicken,332,147,16.3,3.4,0,57.8,701,28.4,1.8,6.9,17.9,22,90,3,19,0,0,1,0,1,1,0,1,0,0,0
Chicken & Chinese Mushrooms,206,98,10.9,2.1,0,37.3,325.7,15.9,1.1,1.3,12,1,15,6,10,0,0,0,0,1,1,1,1,0,0,0
